iata,city,state,latitude,longitude,cod_meso,meso,cod_micro,micro,saldo_data_fixa,output_data_fixa,input_data_fixa,rate_ue,output_ue,input_ue
3121209,Delfinópolis,MG,-20.343889,-46.853886,3110,Sul/Sudoeste de Minas,31047,Passos,212,296,508,360,302,662
3121258,Delta,MG,-19.976667,-47.771111,3105,Triângulo Mineiro/Alto Paranaíba,31022,Uberaba,7,261,268,-3,259,256
3121308,Descoberto,MG,-21.459723,-42.967499,3112,Zona da Mata,31065,Juiz de Fora,-119,337,218,-68,387,319
3121407,Desterro de Entre Rios,MG,-20.66,-44.3325,3107,Metropolitana de Belo Horizonte,31034,Conselheiro Lafaiete,-85,187,102,-8,182,174
3121506,Desterro do Melo,MG,-21.147223,-43.517776,3111,Campo das Vertentes,31059,Barbacena,-2359,4183,1824,-2935,5324,2389
3121605,Diamantina,MG,-18.249445,-43.600277,3103,Jequitinhonha,31010,Diamantina,-251,415,164,-239,402,163
3121704,Diogo de Vasconcelos,MG,-20.487778,-43.198334,3107,Metropolitana de Belo Horizonte,31033,Ouro Preto,-108,762,654,-110,885,775
3121803,Dionísio,MG,-19.842779,-42.776665,3107,Metropolitana de Belo Horizonte,31031,Itabira,246,101,347,242,155,397
3121902,Divinésia,MG,-20.990278,-43.003887,3112,Zona da Mata,31064,Ubá,-679,1100,421,-472,1102,630
3122009,Divino,MG,-20.614445,-42.148613,3112,Zona da Mata,31063,Muriaé,258,166,424,317,200,517
3122108,Divino das Laranjeiras,MG,-18.777777,-41.479721,3108,Vale do Rio Doce,31037,Governador Valadares,166,464,630,142,523,665
3122207,Divinolândia de Minas,MG,-18.801111,-42.614445,3108,Vale do Rio Doce,31035,Guanhães,2167,7089,9256,2814,8651,11465
3122306,Divinópolis,MG,-20.138889,-44.883892,3109,Oeste de Minas,31043,Divinópolis,-96,341,245,33,240,273
3122355,Divisa Alegre,MG,-15.725555,-41.344997,3102,Norte de Minas,31005,Salinas,-234,433,199,-272,551,279
3122405,Divisa Nova,MG,-21.51111,-46.195835,3110,Sul/Sudoeste de Minas,31049,Alfenas,-183,493,310,-33,367,334
3122454,Divisópolis,MG,-15.725555,-41,3103,Jequitinhonha,31014,Almenara,50,186,236,-65,315,250
3122470,Dom Bosco,MG,-16.651943,-46.270832,3101,Noroeste de Minas,31001,Unaí,-569,855,286,-538,847,309
3122504,Dom Cavati,MG,-19.37389,-42.106388,3108,Vale do Rio Doce,31040,Caratinga,-149,307,158,-231,401,170
3122603,Dom Joaquim,MG,-18.967222,-43.255833,3107,Metropolitana de Belo Horizonte,31028,Conceição do Mato Dentro,-220,577,357,-254,680,426
3122702,Dom Silvério,MG,-20.16,-42.967777,3112,Zona da Mata,31060,Ponte Nova,-53,81,28,-53,109,56
3122801,Dom Viçoso,MG,-22.254444,-45.161114,3110,Sul/Sudoeste de Minas,31056,Itajubá,197,173,370,272,181,453
3122900,Dona Eusébia,MG,-21.316387,-42.810555,3112,Zona da Mata,31066,Cataguases,156,200,356,198,279,477
3123007,Dores de Campos,MG,-21.108889,-44.023056,3111,Campo das Vertentes,31058,São João Del Rei,-392,568,176,-317,590,273
3123106,Dores de Guanhães,MG,-19.058332,-42.929169,3108,Vale do Rio Doce,31035,Guanhães,-739,1455,716,-684,1597,913
3123205,Dores do Indaiá,MG,-19.463335,-45.601665,3106,Central Mineira,31026,Bom Despacho,-252,495,243,-430,690,260
3123304,Dores do Turvo,MG,-20.975555,-43.189167,3112,Zona da Mata,31064,Ubá,-165,250,85,-169,258,89
3123403,Doresópolis,MG,-20.286943,-45.903336,3109,Oeste de Minas,31042,Piuí,77,40,117,14,129,143
3123502,Douradoquara,MG,-18.431389,-47.608608,3105,Triângulo Mineiro/Alto Paranaíba,31019,Patrocínio,74,335,409,-29,518,489
3123528,Durandé,MG,-20.203335,-41.797779,3112,Zona da Mata,31061,Manhuaçu,156,530,686,106,674,780
3123601,Elói Mendes,MG,-21.610001,-45.565277,3110,Sul/Sudoeste de Minas,31050,Varginha,-303,732,429,-130,726,596
3123700,Engenheiro Caldas,MG,-19.219444,-42.046112,3108,Vale do Rio Doce,31037,Governador Valadares,-380,652,272,-273,615,342
3123809,Engenheiro Navarro,MG,-17.279722,-43.950001,3102,Norte de Minas,31009,Bocaiúva,98,310,408,-142,596,454
3123858,Entre Folhas,MG,-19.625278,-42.230556,3108,Vale do Rio Doce,31040,Caratinga,178,529,707,166,689,855
3123908,Entre Rios de Minas,MG,-20.670834,-44.065556,3107,Metropolitana de Belo Horizonte,31034,Conselheiro Lafaiete,-463,882,419,-563,1105,542
3124005,Ervália,MG,-20.84,-42.657223,3112,Zona da Mata,31062,Viçosa,6909,3111,10020,7779,3323,11102
3124104,Esmeraldas,MG,-19.762501,-44.313889,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,591,829,1420,633,995,1628
3124203,Espera Feliz,MG,-20.650278,-41.907223,3112,Zona da Mata,31063,Muriaé,-479,828,349,-525,901,376
3124302,Espinosa,MG,-14.926111,-42.819164,3102,Norte de Minas,31004,Janaúba,-37,218,181,35,198,233
3124401,Espírito Santo do Dourado,MG,-22.046389,-45.950832,3110,Sul/Sudoeste de Minas,31052,Pouso Alegre,-235,391,156,-288,509,221
3124500,Estiva,MG,-22.462778,-46.017223,3110,Sul/Sudoeste de Minas,31052,Pouso Alegre,-9,87,78,-37,124,87
3124609,Estrela Dalva,MG,-21.741945,-42.461113,3112,Zona da Mata,31066,Cataguases,106,184,290,38,292,330
3124708,Estrela do Indaiá,MG,-19.522223,-45.787498,3106,Central Mineira,31026,Bom Despacho,325,385,710,249,567,816
3124807,Estrela do Sul,MG,-18.745556,-47.69278,3105,Triângulo Mineiro/Alto Paranaíba,31019,Patrocínio,-62,445,383,-25,510,485
3124906,Eugenópolis,MG,-21.098612,-42.186668,3112,Zona da Mata,31063,Muriaé,76,154,230,117,116,233
3125002,Ewbank da Câmara,MG,-21.551111,-43.509998,3112,Zona da Mata,31065,Juiz de Fora,948,393,1341,1017,426,1443
3125101,Extrema,MG,-22.854723,-46.318333,3110,Sul/Sudoeste de Minas,31052,Pouso Alegre,81,168,249,90,185,275
3125200,Fama,MG,-21.406389,-45.828609,3110,Sul/Sudoeste de Minas,31049,Alfenas,-16,208,192,24,210,234
3125309,Faria Lemos,MG,-20.808332,-42.02972,3112,Zona da Mata,31063,Muriaé,14,231,245,-32,301,269
3125408,Felício dos Santos,MG,-18.077223,-43.246944,3103,Jequitinhonha,31010,Diamantina,4,153,157,13,191,204
3125606,Felisburgo,MG,-16.638611,-40.761391,3103,Jequitinhonha,31014,Almenara,-296,512,216,-413,710,297
3125705,Felixlândia,MG,-18.758055,-44.898891,3106,Central Mineira,31025,Curvelo,22,855,877,158,1053,1211
3125804,Fernandes Tourinho,MG,-19.15361,-42.081944,3108,Vale do Rio Doce,31037,Governador Valadares,107,271,378,123,279,402
3125903,Ferros,MG,-19.231945,-43.023335,3107,Metropolitana de Belo Horizonte,31031,Itabira,-741,1081,340,-912,1310,398
3125952,Fervedouro,MG,-20.725555,-42.278889,3112,Zona da Mata,31063,Muriaé,-89,592,503,-35,658,623
3126000,Florestal,MG,-19.889444,-44.432503,3107,Metropolitana de Belo Horizonte,31029,Pará de Minas,565,275,840,363,532,895
3126109,Formiga,MG,-20.464445,-45.426392,3109,Oeste de Minas,31044,Formiga,145,1825,1970,-388,2567,2179
3126208,Formoso,MG,-14.946667,-46.231945,3101,Noroeste de Minas,31001,Unaí,-49,253,204,-185,460,275
3126307,Fortaleza de Minas,MG,-20.849167,-46.718056,3110,Sul/Sudoeste de Minas,31047,Passos,35,260,295,60,269,329
3126406,Fortuna de Minas,MG,-19.56111,-44.446945,3107,Metropolitana de Belo Horizonte,31027,Sete Lagoas,205,157,362,107,254,361
3126505,Francisco Badaró,MG,-16.9925,-42.351944,3103,Jequitinhonha,31011,Capelinha,-135,271,136,-223,353,130
3126604,Francisco Dumont,MG,-17.314999,-44.234165,3102,Norte de Minas,31009,Bocaiúva,39,310,349,132,270,402
3126703,Francisco Sá,MG,-16.475834,-43.488335,3102,Norte de Minas,31007,Montes Claros,-200,1536,1336,-438,1959,1521
3126752,Franciscópolis,MG,-17.959723,-42.00861,3104,Vale do Mucuri,31015,Teófilo Otoni,-28,171,143,-110,290,180
3126802,Frei Gaspar,MG,-18.066111,-41.429447,3104,Vale do Mucuri,31015,Teófilo Otoni,-218,353,135,-230,413,183
3126901,Frei Inocêncio,MG,-18.574446,-41.90889,3108,Vale do Rio Doce,31037,Governador Valadares,331,558,889,300,662,962
3126950,Frei Lagonegro,MG,-18.167778,-42.766109,3108,Vale do Rio Doce,31036,Peçanha,110,128,238,177,90,267
3127008,Fronteira,MG,-20.267778,-49.199444,3105,Triângulo Mineiro/Alto Paranaíba,31021,Frutal,193,269,462,274,223,497
3127057,Fronteira dos Vales,MG,-16.891388,-40.924725,3104,Vale do Mucuri,31016,Nanuque,-110,194,84,-273,373,100
3127073,Fruta de Leite,MG,-16.131111,-42.533054,3102,Norte de Minas,31005,Salinas,-50,163,113,-135,270,135
3127107,Frutal,MG,-20.024721,-48.940556,3105,Triângulo Mineiro/Alto Paranaíba,31021,Frutal,-87,1462,1375,-831,2269,1438
3127206,Funilândia,MG,-19.3675,-44.05611,3107,Metropolitana de Belo Horizonte,31027,Sete Lagoas,197,308,505,225,310,535
3127305,Galiléia,MG,-18.999445,-41.537498,3108,Vale do Rio Doce,31037,Governador Valadares,-142,662,520,-310,900,590
3127339,Gameleiras,MG,-15.082222,-43.123608,3102,Norte de Minas,31004,Janaúba,72,226,298,62,243,305
3127354,Glaucilândia,MG,-16.849722,-43.697224,3102,Norte de Minas,31007,Montes Claros,-59,199,140,-48,202,154
3127370,Goiabeira,MG,-18.982224,-41.2225,3108,Vale do Rio Doce,31041,Aimorés,-96,203,107,-22,186,164
3127388,Goianá,MG,-21.537222,-43.201668,3112,Zona da Mata,31065,Juiz de Fora,39,389,428,45,487,532
3127404,Gonçalves,MG,-22.658888,-45.855831,3110,Sul/Sudoeste de Minas,31052,Pouso Alegre,23,112,135,88,114,202
3127503,Gonzaga,MG,-18.822224,-42.479168,3108,Vale do Rio Doce,31035,Guanhães,-305,542,237,-303,614,311
3127602,Gouveia,MG,-18.454445,-43.740833,3103,Jequitinhonha,31010,Diamantina,-725,1360,635,-762,1507,745
3127701,Governador Valadares,MG,-18.851112,-41.949444,3108,Vale do Rio Doce,31037,Governador Valadares,-3653,12332,8679,-3616,14615,10999
3127800,Grão Mogol,MG,-16.559444,-42.889725,3102,Norte de Minas,31008,Grão Mogol,-342,973,631,-439,1223,784
3127909,Grupiara,MG,-18.494167,-47.722221,3105,Triângulo Mineiro/Alto Paranaíba,31019,Patrocínio,-34,108,74,-24,100,76
3128006,Guanhães,MG,-18775,-42.932503,3108,Vale do Rio Doce,31035,Guanhães,476,1955,2431,424,2324,2748
3128105,Guapé,MG,-20.761667,-45.9175,3110,Sul/Sudoeste de Minas,31050,Varginha,-216,760,544,-224,870,646
3128204,Guaraciaba,MG,-20.570835,-43.0075,3112,Zona da Mata,31060,Ponte Nova,-270,548,278,-383,692,309
3128253,Guaraciama,MG,-17.013889,-43.673058,3102,Norte de Minas,31009,Bocaiúva,129,141,270,174,116,290
3128303,Guaranésia,MG,-21.299166,-46.802498,3110,Sul/Sudoeste de Minas,31048,São Sebastião do Paraíso,50,612,662,34,712,746
3128402,Guarani,MG,-21.352222,-43.046944,3112,Zona da Mata,31064,Ubá,-156,494,338,-186,618,432
3128501,Guarará,MG,-21.731945,-43.037498,3112,Zona da Mata,31065,Juiz de Fora,103,114,217,133,122,255
3128600,Guarda-Mor,MG,-17.770834,-47.098331,3101,Noroeste de Minas,31002,Paracatu,380,302,682,342,404,746
3128709,Guaxupé,MG,-21.305277,-46.71278,3110,Sul/Sudoeste de Minas,31048,São Sebastião do Paraíso,-294,1338,1044,-232,1445,1213
3128808,Guidoval,MG,-21.151943,-42.796665,3112,Zona da Mata,31064,Ubá,-39,402,363,-137,508,371
3128907,Guimarânia,MG,-18.843889,-46.793056,3105,Triângulo Mineiro/Alto Paranaíba,31020,Patos de Minas,-266,679,413,-380,841,461
3129004,Guiricema,MG,-21.007778,-42.717777,3112,Zona da Mata,31064,Ubá,-236,502,266,-306,621,315
3129103,Gurinhatã,MG,-19.213335,-49.786388,3105,Triângulo Mineiro/Alto Paranaíba,31017,Ituiutaba,-169,711,542,-297,919,622
3129202,Heliodora,MG,-22.067223,-45.542221,3110,Sul/Sudoeste de Minas,31053,Santa Rita do Sapucaí,-140,360,220,-198,436,238
3129301,Iapu,MG,-19.436666,-42.217777,3108,Vale do Rio Doce,31040,Caratinga,-155,617,462,-324,872,548
3129400,Ibertioga,MG,-21.43,-43.963055,3111,Campo das Vertentes,31059,Barbacena,-103,322,219,-88,402,314
3129509,Ibiá,MG,-19.478334,-46.538887,3105,Triângulo Mineiro/Alto Paranaíba,31023,Araxá,-398,1224,826,-297,1452,1155
3129608,Ibiaí,MG,-16.861111,-44.914448,3102,Norte de Minas,31006,Pirapora,-124,590,466,-93,609,516
3129657,Ibiracatu,MG,-15.66361,-44.163891,3102,Norte de Minas,31007,Montes Claros,-91,208,117,-124,242,118
3129707,Ibiraci,MG,-20.462223,-47.122219,3110,Sul/Sudoeste de Minas,31047,Passos,221,220,441,123,299,422
3129806,Ibirité,MG,-20.021944,-44.058887,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,10382,5431,15813,11814,5970,17784
3129905,Ibitiúra de Minas,MG,-22.060833,-46.440002,3110,Sul/Sudoeste de Minas,31051,Poços de Caldas,-40,273,233,-43,297,254
3130002,Ibituruna,MG,-21.1525,-44.74778,3109,Oeste de Minas,31046,Oliveira,-62,168,106,-59,165,106
3130051,Icaraí de Minas,MG,-16.217222,-44.906391,3102,Norte de Minas,31003,Januária,-21,237,216,-6,317,311
3130101,Igarapé,MG,-20.070278,-44.301666,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,3403,1405,4808,3355,1700,5055
3130200,Igaratinga,MG,-19.955278,-44.709167,3109,Oeste de Minas,31043,Divinópolis,910,338,1248,992,352,1344
3130309,Iguatama,MG,-20.174444,-45.711391,3109,Oeste de Minas,31042,Piuí,-181,624,443,-182,722,540
3130408,Ijaci,MG,-21.17,-44.925278,3111,Campo das Vertentes,31057,Lavras,80,168,248,168,136,304
3130507,Ilicínea,MG,-20.935833,-45.832775,3110,Sul/Sudoeste de Minas,31050,Varginha,347,197,544,414,232,646
3130556,Imbé de Minas,MG,-19.597223,-41.970554,3108,Vale do Rio Doce,31040,Caratinga,-234,697,463,-171,680,509
3130606,Inconfidentes,MG,-22.316946,-46.327778,3110,Sul/Sudoeste de Minas,31051,Poços de Caldas,-96,360,264,-49,324,275
3130655,Indaiabira,MG,-15.491667,-42.197224,3102,Norte de Minas,31005,Salinas,-57,238,181,-97,323,226
3130705,Indianópolis,MG,-19.03861,-47.916946,3105,Triângulo Mineiro/Alto Paranaíba,31018,Uberlândia,-424,811,387,-44,561,517
3130804,Ingaí,MG,-21.401112,-44.917225,3111,Campo das Vertentes,31057,Lavras,105,131,236,88,172,260
3130903,Inhapim,MG,-19.549166,-42.119999,3108,Vale do Rio Doce,31040,Caratinga,-796,2299,1503,-1227,2891,1664
3131000,Inhaúma,MG,-19.491112,-44.389725,3107,Metropolitana de Belo Horizonte,31027,Sete Lagoas,115,466,581,61,586,647
3131109,Inimutaba,MG,-18.729168,-44.360554,3106,Central Mineira,31025,Curvelo,127,323,450,281,282,563
3131158,Ipaba,MG,-19.41361,-42.419445,3108,Vale do Rio Doce,31040,Caratinga,1170,536,1706,1292,596,1888
3131208,Ipanema,MG,-19.800833,-41.713055,3108,Vale do Rio Doce,31041,Aimorés,11,1143,1154,-197,1513,1316
3131307,Ipatinga,MG,-19.468334,-42.536667,3108,Vale do Rio Doce,31039,Ipatinga,-1509,15750,14241,-690,18006,17316
3131406,Ipiaçu,MG,-18.692221,-49.94278,3105,Triângulo Mineiro/Alto Paranaíba,31017,Ituiutaba,-96,244,148,-141,306,165
3131505,Ipuiúna,MG,-22.09889,-46.189724,3110,Sul/Sudoeste de Minas,31052,Pouso Alegre,-49,410,361,-112,481,369
3131604,Iraí de Minas,MG,-18.983889,-47.461391,3105,Triângulo Mineiro/Alto Paranaíba,31019,Patrocínio,80,463,543,192,403,595
3131703,Itabira,MG,-19.619167,-43.226944,3107,Metropolitana de Belo Horizonte,31031,Itabira,-1269,4504,3235,-1361,5454,4093
3131802,Itabirinha,MG,-18.566387,-41.233055,3108,Vale do Rio Doce,31038,Mantena,80,390,470,-198,724,526
3131901,Itabirito,MG,-20.253334,-43.801388,3107,Metropolitana de Belo Horizonte,31033,Ouro Preto,816,1809,2625,1123,2222,3345
3132008,Itacambira,MG,-17.064722,-43.308887,3102,Norte de Minas,31008,Grão Mogol,-243,422,179,-334,507,173
3132107,Itacarambi,MG,-15.102222,-44.091942,3102,Norte de Minas,31003,Januária,-151,699,548,-424,1090,666
3132206,Itaguara,MG,-20.392221,-44.487499,3107,Metropolitana de Belo Horizonte,31032,Itaguara,-72,730,658,-168,931,763
3132305,Itaipé,MG,-17.401943,-41.668613,3104,Vale do Mucuri,31015,Teófilo Otoni,-216,698,482,-236,792,556
3132404,Itajubá,MG,-22.425554,-45.452778,3110,Sul/Sudoeste de Minas,31056,Itajubá,447,3183,3630,700,3618,4318
3132503,Itamarandiba,MG,-17.857224,-42.858887,3103,Jequitinhonha,31011,Capelinha,-242,1351,1109,-494,1916,1422
3132602,Itamarati de Minas,MG,-21.415833,-42.817776,3112,Zona da Mata,31066,Cataguases,-137,353,216,-187,415,228
3132701,Itambacuri,MG,-18.031111,-41.685001,3108,Vale do Rio Doce,31037,Governador Valadares,-1185,1948,763,-1593,2498,905
3132800,Itambé do Mato Dentro,MG,-19.414444,-43.32111,3107,Metropolitana de Belo Horizonte,31028,Conceição do Mato Dentro,-97,124,27,-170,225,55
3132909,Itamogi,MG,-21.078056,-47.048332,3110,Sul/Sudoeste de Minas,31048,São Sebastião do Paraíso,-28,330,302,-91,412,321
3133006,Itamonte,MG,-22.283888,-44.869999,3110,Sul/Sudoeste de Minas,31054,São Lourenço,33,498,531,-79,639,560
3133105,Itanhandu,MG,-22.295834,-44.934723,3110,Sul/Sudoeste de Minas,31054,São Lourenço,446,365,811,403,421,824
3133204,Itanhomi,MG,-19.171944,-41.865276,3108,Vale do Rio Doce,31037,Governador Valadares,-528,1068,540,-724,1314,590
3133303,Itaobim,MG,-16.561666,-41.503334,3103,Jequitinhonha,31013,Pedra Azul,-602,1248,646,-510,1459,949
3133402,Itapagipe,MG,-19.908611,-49.381386,3105,Triângulo Mineiro/Alto Paranaíba,31021,Frutal,372,417,789,461,505,966
3133501,Itapecerica,MG,-20.4725,-45.125553,3109,Oeste de Minas,31044,Formiga,-473,1238,765,-439,1542,1103
3133600,Itapeva,MG,-22.768055,-46.220833,3110,Sul/Sudoeste de Minas,31052,Pouso Alegre,38,334,372,41,342,383
3133709,Itatiaiuçu,MG,-20.196667,-44.421112,3107,Metropolitana de Belo Horizonte,31032,Itaguara,655,446,1101,590,556,1146
3133758,Itaú de Minas,MG,-20.739445,-46.752224,3110,Sul/Sudoeste de Minas,31047,Passos,308,440,748,324,486,810
3133808,Itaúna,MG,-20.075279,-44.576389,3109,Oeste de Minas,31043,Divinópolis,1190,2198,3388,1182,2661,3843
3133907,Itaverava,MG,-20.678055,-43.609997,3107,Metropolitana de Belo Horizonte,31034,Conselheiro Lafaiete,-425,599,174,-441,649,208
3134004,Itinga,MG,-16.613056,-41.765278,3103,Jequitinhonha,31012,Araçuaí,-373,680,307,-603,942,339
3134103,Itueta,MG,-19.394167,-41.17028,3108,Vale do Rio Doce,31041,Aimorés,97,231,328,164,258,422
3134202,Ituiutaba,MG,-18.968889,-49465,3105,Triângulo Mineiro/Alto Paranaíba,31017,Ituiutaba,-960,4632,3672,-125,4872,4747
3134301,Itumirim,MG,-21.316946,-44.871109,3111,Campo das Vertentes,31057,Lavras,-45,202,157,-86,259,173
3134400,Iturama,MG,-19.728056,-50.195557,3105,Triângulo Mineiro/Alto Paranaíba,31021,Frutal,-422,1700,1278,-296,1885,1589
3134509,Itutinga,MG,-21.298056,-44.65778,3111,Campo das Vertentes,31057,Lavras,-282,399,117,-276,465,189
3134608,Jaboticatubas,MG,-19.513611,-43.744999,3107,Metropolitana de Belo Horizonte,31027,Sete Lagoas,970,840,1810,1129,985,2114
3134707,Jacinto,MG,-16.144444,-40.293331,3103,Jequitinhonha,31014,Almenara,-420,882,462,-500,1039,539
3134806,Jacuí,MG,-21.016666,-46.741112,3110,Sul/Sudoeste de Minas,31048,São Sebastião do Paraíso,-251,715,464,-235,742,507
3134905,Jacutinga,MG,-22.285555,-46.612221,3110,Sul/Sudoeste de Minas,31051,Poços de Caldas,276,284,560,210,443,653
3135001,Jaguaraçu,MG,-19.649166,-42.749722,3108,Vale do Rio Doce,31039,Ipatinga,222,162,384,218,238,456
3135050,Jaíba,MG,-15.338333,-43.674446,3102,Norte de Minas,31004,Janaúba,620,1983,2603,923,2033,2956
3135076,Jampruca,MG,-18.462778,-41.803886,3108,Vale do Rio Doce,31037,Governador Valadares,-119,303,184,-134,409,275
3135100,Janaúba,MG,-15.8025,-43.308887,3102,Norte de Minas,31004,Janaúba,-1973,4355,2382,-2241,5339,3098
3135209,Januária,MG,-15.488056,-44.361942,3102,Norte de Minas,31003,Januária,-2457,3630,1173,-2832,4461,1629
3135308,Japaraíba,MG,-20.141388,-45.503334,3106,Central Mineira,31026,Bom Despacho,330,106,436,382,114,496
3135357,Japonvar,MG,-15.994722,-44.27,3102,Norte de Minas,31007,Montes Claros,-237,480,243,-219,491,272
3135407,Jeceaba,MG,-20.535276,-43.983334,3107,Metropolitana de Belo Horizonte,31032,Itaguara,-289,421,132,-442,605,163
3135456,Jenipapo de Minas,MG,-17.082779,-42.258335,3103,Jequitinhonha,31011,Capelinha,196,141,337,158,205,363
3135506,Jequeri,MG,-20.455833,-42.665836,3112,Zona da Mata,31060,Ponte Nova,-306,670,364,-436,896,460
3135605,Jequitaí,MG,-17.235556,-44.445557,3102,Norte de Minas,31006,Pirapora,-163,625,462,-81,585,504
3135704,Jequitibá,MG,-19.235556,-44.027779,3107,Metropolitana de Belo Horizonte,31027,Sete Lagoas,11,506,517,30,556,586
3135803,Jequitinhonha,MG,-16.433887,-41.003334,3103,Jequitinhonha,31014,Almenara,-1129,2115,986,-1472,2799,1327
3135902,Jesuânia,MG,-21.997778,-45.291111,3110,Sul/Sudoeste de Minas,31054,São Lourenço,22,145,167,22,175,197
3136009,Joaíma,MG,-16.654167,-41.030556,3103,Jequitinhonha,31014,Almenara,-798,1368,570,-1076,1695,619
3136108,Joanésia,MG,-19.172222,-42.678612,3108,Vale do Rio Doce,31039,Ipatinga,-184,463,279,-207,490,283
3136207,João Monlevade,MG,-19.809999,-43.173611,3107,Metropolitana de Belo Horizonte,31031,Itabira,244,3763,4007,-531,5078,4547
3136306,João Pinheiro,MG,-17.7425,-46.172501,3101,Noroeste de Minas,31002,Paracatu,-599,2272,1673,-715,2790,2075
3136405,Joaquim Felício,MG,-17.7575,-44.172222,3106,Central Mineira,31025,Curvelo,-119,401,282,-353,655,302
3136504,Jordânia,MG,-15.900277,-40.178059,3103,Jequitinhonha,31014,Almenara,-419,672,253,-311,659,348
3136520,José Gonçalves de Minas,MG,-16.906944,-42.603611,3103,Jequitinhonha,31011,Capelinha,-105,270,165,-44,215,171
3136553,José Raydan,MG,-18.219444,-42.498611,3108,Vale do Rio Doce,31036,Peçanha,467,88,555,413,110,523
3136579,Josenópolis,MG,-16.547222,-42.515278,3102,Norte de Minas,31008,Grão Mogol,-68,153,85,-124,222,98
3136652,Juatuba,MG,-19.951944,-44.342777,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,279,265,544,224,408,632
3136702,Juiz de Fora,MG,-21.764166,-43.350277,3112,Zona da Mata,31065,Juiz de Fora,2650,1038,3688,3176,993,4169
3136801,Juramento,MG,-16.848057,-43.586945,3102,Norte de Minas,31007,Montes Claros,4596,11176,15772,5782,12429,18211
3136900,Juruaia,MG,-21.252777,-46.576942,3110,Sul/Sudoeste de Minas,31048,São Sebastião do Paraíso,68,186,254,54,249,303
3136959,Juvenília,MG,-14.2625,-44.160278,3102,Norte de Minas,31003,Januária,176,293,469,187,327,514
3137007,Ladainha,MG,-17.632223,-41.737499,3104,Vale do Mucuri,31015,Teófilo Otoni,-27,122,95,-2,166,164
3137106,Lagamar,MG,-18.178333,-46.807499,3101,Noroeste de Minas,31002,Paracatu,-112,648,536,-263,840,577
3137205,Lagoa da Prata,MG,-20.022499,-45.54361,3106,Central Mineira,31026,Bom Despacho,-235,765,530,-365,924,559
3137304,Lagoa dos Patos,MG,-16.983334,-44.582222,3102,Norte de Minas,31006,Pirapora,1084,1055,2139,784,1622,2406
3137403,Lagoa Dourada,MG,-20.914444,-44.078331,3111,Campo das Vertentes,31058,São João Del Rei,-368,492,124,-365,506,141
3137502,Lagoa Formosa,MG,-18.77861,-46.407501,3105,Triângulo Mineiro/Alto Paranaíba,31020,Patos de Minas,-14,385,371,5,394,399
3137536,Lagoa Grande,MG,-17.835278,-46.514446,3101,Noroeste de Minas,31002,Paracatu,-90,1115,1025,-132,1363,1231
3137601,Lagoa Santa,MG,-19.627222,-43.889725,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,271,502,773,352,488,840
3137700,Lajinha,MG,-20.151388,-41.622776,3112,Zona da Mata,31061,Manhuaçu,4943,1670,6613,5608,1975,7583
3137809,Lambari,MG,-21.975555,-45.350277,3110,Sul/Sudoeste de Minas,31054,São Lourenço,-179,1082,903,-193,1218,1025
3137908,Lamim,MG,-20.790277,-43.474167,3112,Zona da Mata,31062,Viçosa,-185,675,490,-158,849,691
3138005,Laranjal,MG,-21.374445,-42.476944,3112,Zona da Mata,31066,Cataguases,-255,400,145,-275,475,200
3138104,Lassance,MG,-17.886667,-44.577499,3102,Norte de Minas,31006,Pirapora,-171,392,221,-141,396,255
3138203,Lavras,MG,-21.245277,-44.999722,3111,Campo das Vertentes,31057,Lavras,42,500,542,114,487,601
3138302,Leandro Ferreira,MG,-19.718056,-45.025002,3106,Central Mineira,31026,Bom Despacho,1414,3625,5039,1202,4334,5536
3138351,Leme do Prado,MG,-17.083334,-42.692501,3103,Jequitinhonha,31011,Capelinha,54,191,245,67,231,298
3138401,Leopoldina,MG,-21.531944,-42.643059,3112,Zona da Mata,31066,Cataguases,-113,312,199,-49,255,206
3138500,Liberdade,MG,-22.028889,-44.319721,3110,Sul/Sudoeste de Minas,31055,Andrelândia,-740,1780,1040,-809,2163,1354
3138609,Lima Duarte,MG,-21.842501,-43.793056,3112,Zona da Mata,31065,Juiz de Fora,-6,124,118,13,145,158
3138625,Limeira do Oeste,MG,-19.551111,-50.580555,3105,Triângulo Mineiro/Alto Paranaíba,31021,Frutal,284,663,947,78,1024,1102
3138658,Lontra,MG,-15.903333,-44305,3102,Norte de Minas,31007,Montes Claros,91,340,431,146,311,457
3138674,Luisburgo,MG,-20.439722,-42.102776,3112,Zona da Mata,31061,Manhuaçu,-17,428,411,-14,451,437
3138682,Luislândia,MG,-16.1175,-44.588612,3102,Norte de Minas,31007,Montes Claros,113,264,377,24,411,435
3138708,Luminárias,MG,-21.51111,-44.903336,3111,Campo das Vertentes,31057,Lavras,-90,351,261,-41,387,346
3138807,Luz,MG,-19.801388,-45.685558,3106,Central Mineira,31026,Bom Despacho,85,285,370,4,378,382
3138906,Machacalis,MG,-17.077223,-40.716389,3104,Vale do Mucuri,31016,Nanuque,-68,1026,958,-29,1161,1132
