origin,destination,count
3105103,3133808,11
3105103,3134202,9
3105103,3137205,52
3105103,3138203,10
3105103,3138658,14
3105103,3138807,45
3105103,3140506,14
3105103,3141207,7
3105103,3141306,66
3105103,3142403,3
3105103,3145604,31
3105103,3148103,42
3105103,3149705,3
3105103,3150604,11
3105103,3151503,26
3105103,3153004,3
3105103,3153400,12
3105103,3158201,5
3105103,3159704,11
3105103,3159902,6
3105103,3164308,24
3105103,3164605,3
3105103,3165008,5
3105103,3165107,2
3105103,3168200,43
3105103,3170107,36
3105103,3170602,2
3105202,3101706,86
3105202,3106200,158
3105202,3118601,44
3105202,3136504,11
3105202,3140555,26
3105202,3154606,15
3105301,3102605,20
3105301,3108404,61
3105301,3111002,57
3105301,3139003,13
3105301,3143807,10
3105301,3144409,17
3105301,3151800,176
3105301,3152501,9
3105301,3170701,11
3105400,3100203,29
3105400,3102001,7
3105400,3102605,27
3105400,3106200,174
3105400,3107703,5
3105400,3109006,10
3105400,3110004,10
3105400,3115359,12
3105400,3116209,3
3105400,3119401,75
3105400,3120904,9
3105400,3122702,6
3105400,3131158,5
3105400,3131307,13
3105400,3131703,43
3105400,3133709,9
3105400,3133808,35
3105400,3136207,101
3105400,3136603,7
3105400,3140001,98
3105400,3140159,11
3105400,3141702,3
3105400,3142502,4
3105400,3143302,21
3105400,3144359,3
3105400,3144706,5
3105400,3146107,86
3105400,3147006,20
3105400,3150406,3
3105400,3151404,40
3105400,3152105,17
3105400,3154804,20
3105400,3155009,3
3105400,3155702,12
3105400,3156700,13
3105400,3157203,123
3105400,3157401,8
3105400,3157807,14
3105400,3160603,4
3105400,3161007,5
3105400,3161908,10
3105400,3162922,22
3105400,3168804,3
3105400,3169356,12
3105400,3169406,21
3105400,3170057,6
3105400,3170479,1
3105400,3170503,5
3105400,3171204,16
3105400,3171501,13
3105400,3172103,12
3105509,3143906,230
3105509,3148202,15
3105509,3149002,2
3105509,3156452,11
3105608,3101201,2
3105608,3101607,20
3105608,3101631,265
3105608,3102506,3
3105608,3102803,14
3105608,3102902,365
3105608,3103504,24
3105608,3103702,10
3105608,3105905,66
3105608,3106200,761
3105608,3106408,5
3105608,3106705,18
3105608,3106804,13
3105608,3108701,9
3105608,3109006,9
3105608,3110301,7
3105608,3112208,10
